;Produced by Yue Chen, @LANL, on Jul  3, 2018
;======> All Rights Reserved; Please do not redistribute without author"permission <=====       
;
;Data used as inputs for forecasting models: OMNI data between 20130220 and 20160831
;Columns: S/N, Time (days in hr, counted from 20130220 00:00:00), Dst(nT), upstream solar wind speed (km/s), upstream solar wind proton density
;

;format (I5, 3x, f15.4, 3e15.2)

  S/N              Time            Dst      S/W speed     S/W p+ den
  810          168.7292      -4.00e+00       4.06e+02       1.05e+00
  811          168.9375      -1.10e+01       4.06e+02       1.00e+00
  812          169.1458      -6.50e+00       3.72e+02       1.40e+00
  813          169.3542      -7.00e+00       3.77e+02       1.40e+00
  814          169.5625      -5.00e-01       3.75e+02       1.60e+00
  815          169.7708      -3.00e+00       3.68e+02       1.45e+00
  816          169.9792      -1.50e+00       3.64e+02       6.20e+00
  817          170.1875       9.00e+00       3.61e+02       1.00e+01
  818          170.3958       1.35e+01       3.59e+02       1.15e+01
  819          170.6042       1.60e+01       4.08e+02       7.05e+00
  820          170.8125       9.00e+00       4.64e+02       4.85e+00
  821          171.0208      -1.50e+00       4.76e+02       3.90e+00
  822          171.2292       5.50e+00       4.42e+02       4.45e+00
  823          171.4375       7.50e+00       4.00e+02       4.70e+00
  824          171.6458       9.50e+00       4.12e+02       4.75e+00
  825          171.8542       1.65e+01       4.20e+02       6.65e+00
  826          172.0625       4.50e+00       4.35e+02       5.50e+00
  827          172.2708       9.50e+00       4.14e+02       4.50e+00
  828          172.4792       9.50e+00       4.02e+02       4.00e+00
  829          172.6875       4.50e+00       4.02e+02       3.50e+00
  830          172.8958       6.00e+00       3.79e+02       4.00e+00
  831          173.1042       7.50e+00       3.92e+02       4.40e+00
  832          173.3125       1.35e+01       3.59e+02       6.05e+00
  833          173.5208       1.15e+01       3.34e+02       6.00e+00
  834          173.7292       1.25e+01       3.44e+02       8.15e+00
  835          173.9375       4.50e+00       3.57e+02       1.37e+01
  836          174.1458       3.00e+00       3.48e+02       7.25e+00
  837          174.3542       1.30e+01       3.40e+02       1.04e+01
  838          174.5625       2.05e+01       3.65e+02       2.01e+01
  839          174.7708       0.00e+00       4.18e+02       6.35e+00
  840          174.9792      -4.00e+00       4.10e+02       9.55e+00
  841          175.1875      -1.65e+01       4.21e+02       6.90e+00
  842          175.3958      -2.50e+00       4.46e+02       5.00e+00
  843          175.6042      -1.00e+00       4.57e+02       5.30e+00
  844          175.8125       7.50e+00       4.76e+02       6.00e+00
  845          176.0208      -2.15e+01       4.68e+02       5.90e+00
  846          176.2292      -3.50e+00       4.84e+02       6.70e+00
  847          176.4375      -1.75e+01       4.61e+02       8.25e+00
  848          176.6458      -6.00e+00       5.32e+02       8.10e+00
  849          176.8542      -7.50e+00       5.90e+02       5.10e+00
  850          177.0625      -1.70e+01       6.14e+02       3.60e+00
  851          177.2708      -2.15e+01       6.68e+02       3.10e+00
  852          177.4792      -2.35e+01       7.48e+02       1.70e+00
  853          177.6875      -2.60e+01       7.32e+02       1.30e+00
  854          177.8958      -2.05e+01       7.04e+02       1.25e+00
  855          178.1042      -1.70e+01       7.47e+02       9.00e-01
  856          178.3125      -1.10e+01       7.32e+02       8.00e-01
  857          178.5208      -1.55e+01       6.82e+02       1.05e+00
  858          178.7292      -1.25e+01       6.10e+02       9.50e-01
  859          178.9375      -1.15e+01       6.08e+02       1.30e+00
  860          179.1458      -8.00e+00       5.94e+02       1.25e+00
  861          179.3542      -6.50e+00       5.73e+02       1.20e+00
  862          179.5625      -7.50e+00       5.56e+02       1.35e+00
  863          179.7708      -1.45e+01       5.44e+02       1.30e+00
  864          179.9792      -5.50e+00       5.14e+02       1.45e+00
  865          180.1875       1.00e+00       4.98e+02       1.55e+00
  866          180.3958       5.00e-01       4.68e+02       2.25e+00
  867          180.6042      -8.00e+00       4.55e+02       2.00e+00
  868          180.8125      -6.00e+00       4.50e+02       1.75e+00
  869          181.0208      -2.50e+00       4.46e+02       1.85e+00
  870          181.2292       1.50e+00       4.19e+02       1.90e+00
  871          181.4375       3.00e+00       3.98e+02       2.00e+00
  872          181.6458       5.00e+00       3.86e+02       3.60e+00
  873          181.8542       1.60e+01       3.88e+02       8.70e+00
  874          182.0625       2.75e+01       3.96e+02       2.14e+01
  875          182.2708      -1.40e+01       4.34e+02       6.15e+00
  876          182.4792      -1.35e+01       4.54e+02       7.70e+00
  877          182.6875       5.00e+00       4.62e+02       1.96e+01
  878          182.8958      -1.60e+01       5.07e+02       6.15e+00
  879          183.1042      -1.10e+01       4.91e+02       5.40e+00
  880          183.3125      -1.00e+01       5.38e+02       2.30e+00
  881          183.5208      -1.30e+01       5.21e+02       2.10e+00
  882          183.7292      -1.15e+01       5.14e+02       2.15e+00
  883          183.9375      -1.85e+01       5.44e+02       5.90e+00
  884          184.1458      -2.25e+01       5.34e+02       5.25e+00
  885          184.3542      -1.65e+01       5.22e+02       4.15e+00
  886          184.5625      -1.85e+01       4.85e+02       2.80e+00
  887          184.7708      -1.75e+01       4.84e+02       2.10e+00
  888          184.9792      -1.75e+01       4.86e+02       2.15e+00
  889          185.1875      -3.00e+00       4.96e+02       2.95e+00
  890          185.3958      -9.00e+00       5.00e+02       2.60e+00
  891          185.6042      -1.60e+01       4.66e+02       2.40e+00
  892          185.8125      -1.40e+01       4.42e+02       1.45e+00
  893          186.0208      -1.55e+01       4.38e+02       1.65e+00
  894          186.2292      -7.50e+00       4.33e+02       1.80e+00
  895          186.4375      -1.30e+01       4.10e+02       1.60e+00
  896          186.6458      -1.85e+01       3.94e+02       3.15e+00
  897          186.8542      -2.05e+01       3.82e+02       3.20e+00
  898          187.0625      -1.70e+01       3.82e+02       4.80e+00
  899          187.2708      -6.50e+00       3.63e+02       3.15e+00
  900          187.4792      -3.00e+00       3.56e+02       2.40e+00
  901          187.6875      -3.50e+00       3.30e+02       3.25e+00
  902          187.8958      -5.00e-01       3.58e+02       2.80e+00
  903          188.1042      -1.05e+01       3.36e+02       2.15e+00
  904          188.3125       2.50e+00       3.37e+02       4.25e+00
  905          188.5208      -1.50e+01       3.46e+02       7.20e+00
  906          188.7292      -1.25e+01       3.90e+02       1.95e+01
  907          188.9375      -4.65e+01       4.22e+02       6.90e+00
  908          189.1458      -4.65e+01       4.63e+02       4.25e+00
  909          189.3542      -2.20e+01       4.72e+02       4.45e+00
  910          189.5625      -2.35e+01       4.44e+02       3.60e+00
  911          189.7708      -2.00e+01       4.40e+02       3.70e+00
  912          189.9792      -1.95e+01       4.10e+02       3.35e+00
  913          190.1875      -8.50e+00       3.87e+02       3.95e+00
  914          190.3958      -5.00e+00       3.82e+02       3.65e+00
  915          190.6042      -7.00e+00       3.52e+02       4.20e+00
  916          190.8125      -7.50e+00       3.52e+02       3.95e+00
  917          191.0208      -3.00e+00       3.52e+02       5.40e+00
  918          191.2292       5.00e+00       3.43e+02       6.05e+00
  919          191.4375       1.20e+01       3.68e+02       1.38e+01
  920          191.6458       1.10e+01       4.16e+02       8.05e+00
  921          191.8542      -5.50e+00       3.97e+02       8.05e+00
  922          192.0625      -3.60e+01       4.04e+02       7.05e+00
  923          192.2708      -2.10e+01       4.04e+02       6.65e+00
  924          192.4792      -2.05e+01       4.18e+02       8.25e+00
  925          192.6875      -2.15e+01       4.10e+02       4.10e+00
  926          192.8958      -9.00e+00       4.43e+02       3.95e+00
  927          193.1042      -1.25e+01       4.46e+02       4.55e+00
  928          193.3125      -1.70e+01       5.14e+02       3.05e+00
  929          193.5208      -1.55e+01       5.30e+02       1.85e+00
  930          193.7292      -2.05e+01       5.11e+02       1.20e+00
  931          193.9375      -2.75e+01       4.77e+02       1.20e+00
  932          194.1458      -1.05e+01       4.90e+02       2.75e+00
  933          194.3542      -2.10e+01       4.60e+02       4.00e+00
  934          194.5625      -2.15e+01       4.27e+02       4.35e+00
  935          194.7708      -2.15e+01       3.78e+02       5.05e+00
  936          194.9792      -1.15e+01       3.62e+02       5.50e+00
  937          195.1875       8.00e+00       3.81e+02       1.23e+01
  938          195.3958      -6.00e+00       3.87e+02       6.00e+00
  939          195.6042      -1.10e+01       4.20e+02       3.40e+00
  940          195.8125      -5.00e+00       4.22e+02       3.25e+00
  941          196.0208      -1.15e+01       4.42e+02       3.45e+00
  942          196.2292      -3.50e+00       4.44e+02       3.25e+00
  943          196.4375      -6.50e+00       4.64e+02       3.30e+00
  944          196.6458      -4.00e+00       4.60e+02       2.70e+00
  945          196.8542      -6.00e+00       4.46e+02       2.95e+00
  946          197.0625       0.00e+00       4.44e+02       2.90e+00
  947          197.2708       2.00e+00       4.50e+02       2.90e+00
  948          197.4792      -1.00e+00       4.30e+02       2.95e+00
  949          197.6875       3.00e+00       4.16e+02       2.60e+00
  950          197.8958      -1.15e+01       4.07e+02       2.10e+00
  951          198.1042      -2.00e+00       4.10e+02       2.60e+00
  952          198.3125       1.00e+00       4.15e+02       2.15e+00
  953          198.5208       5.00e-01       3.88e+02       2.60e+00
  954          198.7292      -5.00e+00       3.86e+02       2.35e+00
  955          198.9375      -2.05e+01       4.05e+02       2.80e+00
  956          199.1458      -6.00e+00       3.58e+02       2.65e+00
  957          199.3542      -4.50e+00       3.45e+02       3.00e+00
  958          199.5625       1.50e+00       3.48e+02       4.00e+00
  959          199.7708       3.50e+00       3.52e+02       5.20e+00
  960          199.9792       5.00e-01       3.62e+02       6.35e+00
  961          200.1875       7.50e+00       3.86e+02       7.55e+00
  962          200.3958      -4.00e+00       3.80e+02       2.35e+00
  963          200.6042      -7.00e+00       3.82e+02       2.50e+00
  964          200.8125      -2.50e+00       3.73e+02       2.75e+00
  965          201.0208      -1.35e+01       3.70e+02       2.70e+00
  966          201.2292      -6.50e+00       3.60e+02       2.75e+00
  967          201.4375      -9.00e+00       3.56e+02       2.80e+00
  968          201.6458      -3.50e+00       3.54e+02       3.45e+00
  969          201.8542       2.00e+00       3.21e+02       3.95e+00
  970          202.0625      -8.50e+00       3.09e+02       3.55e+00
  971          202.2708       2.00e+00       3.21e+02       5.35e+00
  972          202.4792      -5.50e+00       3.36e+02       8.00e+00
  973          202.6875       4.50e+00       3.53e+02       1.04e+01
  974          202.8958      -1.15e+01       3.78e+02       1.09e+01
  975          203.1042       2.50e+00       3.90e+02       8.75e+00
  976          203.3125      -2.50e+00       3.77e+02       6.30e+00
  977          203.5208      -1.00e+00       3.78e+02       4.70e+00
  978          203.7292      -5.00e+00       3.80e+02       4.75e+00
  979          203.9375      -2.00e+00       4.00e+02       5.35e+00
  980          204.1458       5.00e+00       3.89e+02       6.30e+00
  981          204.3542      -6.50e+00       3.44e+02       7.85e+00
  982          204.5625       7.00e+00       3.50e+02       1.16e+01
  983          204.7708       1.05e+01       3.99e+02       8.80e+00
  984          204.9792      -1.00e+01       4.50e+02       6.15e+00
  985          205.1875      -5.00e-01       5.18e+02       6.30e+00
  986          205.3958       0.00e+00       4.72e+02       4.70e+00
  987          205.6042       2.00e+00       4.90e+02       5.45e+00
  988          205.8125      -7.50e+00       4.78e+02       4.55e+00
  989          206.0208      -6.50e+00       5.60e+02       2.20e+00
  990          206.2292      -6.00e+00       5.56e+02       1.80e+00
  991          206.4375      -4.50e+00       5.27e+02       1.60e+00
  992          206.6458      -2.00e+00       4.94e+02       1.30e+00
  993          206.8542      -2.00e+00       4.75e+02       1.55e+00
  994          207.0625      -5.00e+00       4.40e+02       2.25e+00
  995          207.2708       0.00e+00       4.25e+02       2.55e+00
  996          207.4792       0.00e+00       4.04e+02       2.85e+00
  997          207.6875       2.50e+00       3.83e+02       2.80e+00
  998          207.8958      -3.50e+00       3.78e+02       2.00e+00
  999          208.1042      -7.00e+00       3.60e+02       2.40e+00
 1000          208.3125      -5.50e+00       3.73e+02       2.65e+00
 1001          208.5208      -3.50e+00       3.68e+02       2.75e+00
 1002          208.7292      -2.00e+00       3.60e+02       2.30e+00
 1003          208.9375      -4.00e+00       3.76e+02       3.55e+00
 1004          209.1458      -1.00e+00       3.78e+02       3.85e+00
 1005          209.3542      -1.05e+01       3.62e+02       5.50e+00
 1006          209.5625      -2.50e+00       3.64e+02       1.33e+01
 1007          209.7708       1.00e+01       3.68e+02       1.62e+01
 1008          209.9792      -9.50e+00       3.73e+02       4.05e+00
 1009          210.1875      -1.00e+00       3.57e+02       4.65e+00
 1010          210.3958       3.50e+00       3.91e+02       9.60e+00
 1011          210.6042       1.05e+01       4.50e+02       6.75e+00
 1012          210.8125      -2.00e+00       5.35e+02       2.65e+00
 1013          211.0208      -8.00e+00       5.44e+02       3.05e+00
 1014          211.2292      -1.80e+01       5.16e+02       2.90e+00
 1015          211.4375      -1.25e+01       5.26e+02       3.45e+00
 1016          211.6458      -8.50e+00       5.36e+02       1.65e+00
 1017          211.8542      -1.75e+01       5.20e+02       1.65e+00
 1018          212.0625      -2.00e+00       5.23e+02       1.95e+00
 1019          212.2708      -1.40e+01       5.09e+02       1.75e+00
 1020          212.4792      -1.25e+01       4.64e+02       1.75e+00
 1021          212.6875      -4.00e+00       4.36e+02       2.35e+00
 1022          212.8958      -1.00e+01       4.36e+02       2.30e+00
 1023          213.1042      -1.25e+01       4.10e+02       2.15e+00
 1024          213.3125      -5.50e+00       4.28e+02       3.50e+00
 1025          213.5208       5.00e-01       4.12e+02       4.90e+00
 1026          213.7292       1.00e+00       4.28e+02       3.60e+00
 1027          213.9375      -8.00e+00       4.10e+02       3.00e+00
 1028          214.1458      -8.50e+00       4.10e+02       3.75e+00
 1029          214.3542      -8.50e+00       3.86e+02       3.80e+00
 1030          214.5625      -5.50e+00       3.98e+02       3.65e+00
 1031          214.7708       2.00e+00       3.92e+02       3.60e+00
 1032          214.9792      -7.00e+00       3.82e+02       3.45e+00
 1033          215.1875      -5.00e+00       3.70e+02       3.10e+00
 1034          215.3958      -3.00e+00       3.75e+02       3.80e+00
 1035          215.6042      -1.00e+00       3.47e+02       4.40e+00
 1036          215.8125       3.50e+00       3.50e+02       4.05e+00
 1037          216.0208      -1.05e+01       3.37e+02       4.70e+00
 1038          216.2292      -5.00e-01       3.40e+02       8.75e+00
 1039          216.4375      -3.00e+00       4.02e+02       1.93e+01
 1040          216.6458      -2.05e+01       4.14e+02       1.13e+01
 1041          216.8542      -1.80e+01       4.27e+02       4.50e+00
 1042          217.0625      -1.50e+01       4.34e+02       3.25e+00
 1043          217.2708      -1.20e+01       4.36e+02       2.85e+00
 1044          217.4792      -1.00e+01       4.26e+02       2.70e+00
 1045          217.6875      -1.50e+00       4.06e+02       3.50e+00
 1046          217.8958      -8.50e+00       3.82e+02       3.30e+00
 1047          218.1042      -7.00e+00       3.75e+02       3.55e+00
 1048          218.3125      -4.00e+00       3.52e+02       3.60e+00
 1049          218.5208      -5.00e-01       3.38e+02       3.90e+00
 1050          218.7292      -4.50e+00       3.17e+02       3.20e+00
 1051          218.9375      -1.00e+00       3.18e+02       4.05e+00
 1052          219.1458       3.50e+00       3.18e+02       4.15e+00
 1053          219.3542       1.50e+00       3.08e+02       5.00e+00
 1054          219.5625      -2.00e+00       3.02e+02       5.20e+00
 1055          219.7708       5.00e-01       3.04e+02       4.40e+00
 1056          219.9792       2.50e+00       3.10e+02       4.95e+00
 1057          220.1875      -5.00e-01       2.94e+02       4.55e+00
 1058          220.3958      -3.00e+00       2.80e+02       4.55e+00
 1059          220.6042      -1.00e+00       2.74e+02       5.60e+00
 1060          220.8125      -5.00e-01       2.68e+02       4.65e+00
 1061          221.0208       5.00e+00       2.79e+02       5.30e+00
 1062          221.2292       1.50e+00       2.75e+02       6.50e+00
 1063          221.4375       5.00e+00       2.74e+02       7.50e+00
 1064          221.6458       5.50e+00       2.66e+02       7.05e+00
 1065          221.8542       1.00e+01       2.80e+02       1.87e+01
 1066          222.0625       4.50e+00       2.68e+02       1.36e+01
 1067          222.2708       2.50e+00       2.73e+02       1.04e+01
 1068          222.4792       0.00e+00       2.62e+02       7.40e+00
 1069          222.6875       1.50e+00       2.52e+02       5.55e+00
 1070          222.8958       6.50e+00       2.54e+02       7.55e+00
 1071          223.1042       1.60e+01       2.68e+02       1.32e+01
 1072          223.3125       2.30e+01       2.86e+02       1.77e+01
 1073          223.5208       1.50e+01       3.10e+02       1.14e+01
 1074          223.7292       1.90e+01       3.42e+02       8.00e+00
 1075          223.9375      -5.00e+00       3.60e+02       6.00e+00
 1076          224.1458      -1.15e+01       6.04e+02       2.16e+01
 1077          224.3542      -5.80e+01       6.13e+02       1.41e+01
 1078          224.5625      -5.60e+01       5.68e+02       6.25e+00
 1079          224.7708      -4.15e+01       5.92e+02       3.70e+00
 1080          224.9792      -4.40e+01       5.64e+02       3.50e+00
 1081          225.1875      -4.60e+01       5.08e+02       2.50e-01
 1082          225.3958      -3.25e+01       4.74e+02       3.00e-01
 1083          225.6042      -2.35e+01       4.44e+02       7.50e-01
 1084          225.8125      -1.55e+01       4.15e+02       4.15e+00
 1085          226.0208      -2.10e+01       4.03e+02       1.10e+00
 1086          226.2292      -1.40e+01       4.11e+02       1.20e+00
 1087          226.4375      -1.50e+01       3.86e+02       1.20e+00
 1088          226.6458      -1.45e+01       3.75e+02       1.40e+00
 1089          226.8542      -1.10e+01       3.60e+02       1.20e+00
 1090          227.0625      -1.15e+01       3.54e+02       1.20e+00
 1091          227.2708      -9.50e+00       3.49e+02       1.65e+00
 1092          227.4792      -9.00e+00       3.38e+02       1.50e+00
 1093          227.6875      -8.00e+00       3.34e+02       2.00e+00
 1094          227.8958      -5.50e+00       3.25e+02       2.15e+00
 1095          228.1042      -3.50e+00       3.16e+02       2.90e+00
 1096          228.3125       5.00e-01       3.09e+02       4.30e+00
 1097          228.5208       1.00e+00       3.15e+02       2.80e+00
 1098          228.7292       1.00e+00       3.04e+02       4.35e+00
 1099          228.9375      -6.00e+00       3.06e+02       4.45e+00
 1100          229.1458      -3.50e+00       3.25e+02       8.70e+00
 1101          229.3542      -9.50e+00       3.16e+02       6.60e+00
 1102          229.5625      -8.00e+00       3.01e+02       6.40e+00
 1103          229.7708      -1.05e+01       2.86e+02       5.45e+00
 1104          229.9792      -9.00e+00       3.05e+02       5.35e+00
 1105          230.1875      -4.50e+00       2.90e+02       5.65e+00
 1106          230.3958      -1.50e+00       2.90e+02       7.05e+00
 1107          230.6042       5.00e+00       3.11e+02       1.05e+01
 1108          230.8125       1.50e+01       3.36e+02       1.54e+01
 1109          231.0208      -6.35e+01       5.32e+02       7.00e+00
 1110          231.2292      -4.95e+01       6.26e+02       8.65e+00
 1111          231.4375      -3.30e+01       5.86e+02       3.95e+00
 1112          231.6458      -1.60e+01       5.48e+02       9.70e+00
 1113          231.8542      -1.25e+01       4.90e+02       4.00e+00
 1114          232.0625      -3.05e+01       4.93e+02       4.80e+00
 1115          232.2708      -3.10e+01       4.66e+02       3.00e+00
 1116          232.4792      -2.55e+01       4.58e+02       2.00e+00
 1117          232.6875      -1.95e+01       4.35e+02       1.45e+00
 1118          232.8958      -1.75e+01       4.22e+02       2.50e+00
 1119          233.1042      -2.05e+01       4.28e+02       1.30e+00
 1120          233.3125      -2.05e+01       4.04e+02       1.65e+00
 1121          233.5208      -1.25e+01       3.99e+02       1.95e+00
 1122          233.7292      -4.00e+00       3.88e+02       3.45e+00
 1123          233.9375      -8.00e+00       3.80e+02       1.95e+00
 1124          234.1458      -1.15e+01       3.78e+02       2.10e+00
 1125          234.3542      -5.00e+00       3.61e+02       2.55e+00
 1126          234.5625       1.50e+00       3.62e+02       7.55e+00
 1127          234.7708       2.00e+00       3.76e+02       6.85e+00
 1128          234.9792      -7.00e+00       3.82e+02       4.20e+00
 1129          235.1875      -3.00e+00       3.75e+02       3.25e+00
 1130          235.3958       6.50e+00       3.60e+02       4.15e+00
 1131          235.6042      -5.00e-01       3.46e+02       4.85e+00
 1132          235.8125       5.50e+00       3.38e+02       5.45e+00
 1133          236.0208      -5.50e+00       3.26e+02       4.65e+00
 1134          236.2292      -6.50e+00       3.40e+02       6.00e+00
 1135          236.4375      -9.00e+00       4.12e+02       9.75e+00
 1136          236.6458      -1.85e+01       4.52e+02       1.03e+01
 1137          236.8542      -3.80e+01       4.67e+02       9.35e+00
 1138          237.0625      -4.00e+01       4.98e+02       6.95e+00
 1139          237.2708      -3.55e+01       5.10e+02       4.15e+00
 1140          237.4792      -2.45e+01       4.86e+02       4.70e+00
 1141          237.6875      -1.80e+01       5.36e+02       2.25e+00
 1142          237.8958      -1.10e+01       5.25e+02       2.60e+00
 1143          238.1042      -2.25e+01       5.32e+02       2.20e+00
 1144          238.3125      -2.25e+01       5.04e+02       1.75e+00
 1145          238.5208      -1.35e+01       4.92e+02       2.40e+00
 1146          238.7292      -1.70e+01       4.72e+02       2.15e+00
 1147          238.9375      -7.50e+00       4.68e+02       2.95e+00
 1148          239.1458      -1.20e+01       4.68e+02       2.65e+00
 1149          239.3542      -1.80e+01       4.46e+02       2.70e+00
 1150          239.5625      -1.30e+01       4.44e+02       3.45e+00
 1151          239.7708      -1.65e+01       4.18e+02       2.50e+00
 1152          239.9792      -1.05e+01       3.90e+02       1.60e+00
 1153          240.1875      -1.35e+01       3.80e+02       1.70e+00
 1154          240.3958      -1.15e+01       3.72e+02       1.25e+00
 1155          240.6042      -4.50e+00       3.72e+02       1.80e+00
 1156          240.8125      -2.50e+00       3.58e+02       2.75e+00
 1157          241.0208      -2.50e+00       3.70e+02       1.90e+00
 1158          241.2292      -5.00e-01       3.54e+02       1.70e+00
 1159          241.4375      -1.00e+00       3.26e+02       1.95e+00
 1160          241.6458      -2.00e+00       3.41e+02       1.80e+00
 1161          241.8542      -4.00e+00       3.17e+02       2.05e+00
 1162          242.0625       2.50e+00       3.18e+02       2.35e+00
 1163          242.2708      -1.50e+00       3.08e+02       2.45e+00
 1164          242.4792       2.50e+00       3.12e+02       2.30e+00
 1165          242.6875       0.00e+00       3.08e+02       2.70e+00
 1166          242.8958       1.00e+00       3.01e+02       3.40e+00
 1167          243.1042       1.50e+00       3.05e+02       5.75e+00
 1168          243.3125       1.50e+00       3.00e+02       5.85e+00
 1169          243.5208       9.00e+00       2.92e+02       6.05e+00
 1170          243.7292       1.10e+01       3.00e+02       4.95e+00
 1171          243.9375       1.00e+01       2.95e+02       6.50e+00
 1172          244.1458       1.75e+01       3.20e+02       1.48e+01
 1173          244.3542       1.45e+01       3.29e+02       1.49e+01
 1174          244.5625       1.30e+01       3.17e+02       1.29e+01
 1175          244.7708       1.00e+01       3.65e+02       5.90e+00
 1176          244.9792       4.00e+00       3.32e+02       6.50e+00
 1177          245.1875      -2.00e+00       3.78e+02       3.10e+00
 1178          245.3958      -5.00e+00       3.52e+02       2.70e+00
 1179          245.6042       7.00e+00       3.38e+02       3.80e+00
 1180          245.8125       7.00e+00       3.23e+02       4.00e+00
 1181          246.0208      -2.00e+00       3.18e+02       4.85e+00
 1182          246.2292       9.00e+00       3.44e+02       4.35e+00
 1183          246.4375       9.00e+00       3.44e+02       3.30e+00
 1184          246.6458       1.25e+01       3.31e+02       4.00e+00
 1185          246.8542       1.00e+01       3.20e+02       4.00e+00
 1186          247.0625      -5.00e-01       3.14e+02       3.45e+00
 1187          247.2708       8.50e+00       3.28e+02       4.45e+00
 1188          247.4792       6.00e+00       3.22e+02       4.15e+00
 1189          247.6875       5.00e+00       3.06e+02       2.80e+00
 1190          247.8958       1.00e+01       3.17e+02       3.95e+00
 1191          248.1042       2.00e+00       3.02e+02       4.45e+00
 1192          248.3125       8.50e+00       2.90e+02       4.55e+00
 1193          248.5208       5.50e+00       2.90e+02       3.85e+00
 1194          248.7292       7.50e+00       2.91e+02       3.55e+00
 1195          248.9375       7.00e+00       2.91e+02       5.00e+00
 1196          249.1458       6.00e+00       3.00e+02       6.55e+00
 1197          249.3542       1.20e+01       2.90e+02       9.75e+00
 1198          249.5625       1.35e+01       2.80e+02       6.10e+00
 1199          249.7708       1.15e+01       2.78e+02       1.12e+01
 1200          249.9792       9.00e+00       2.80e+02       1.23e+01
 1201          250.1875       9.50e+00       2.82e+02       7.90e+00
 1202          250.3958       1.35e+01       2.77e+02       8.30e+00
 1203          250.6042       1.10e+01       2.78e+02       4.70e+00
 1204          250.8125       1.00e+01       2.88e+02       4.95e+00
 1205          251.0208       1.05e+01       2.99e+02       6.65e+00
 1206          251.2292       1.35e+01       3.14e+02       5.60e+00
 1207          251.4375       1.10e+01       3.20e+02       7.55e+00
 1208          251.6458       1.05e+01       3.22e+02       9.60e+00
 1209          251.8542       1.50e+00       3.31e+02       1.36e+01
 1210          252.0625       3.00e+00       3.11e+02       1.42e+01
 1211          252.2708      -5.00e-01       3.26e+02       1.38e+01
 1212          252.4792      -3.00e+01       3.39e+02       9.30e+00
 1213          252.6875      -2.05e+01       3.56e+02       7.75e+00
 1214          252.8958      -4.60e+01       3.45e+02       5.95e+00
 1215          253.1042      -3.70e+01       3.36e+02       5.95e+00
 1216          253.3125      -2.55e+01       3.34e+02       7.00e+00
 1217          253.5208      -1.05e+01       3.81e+02       4.80e+00
 1218          253.7292      -1.15e+01       4.04e+02       4.10e+00
 1219          253.9375      -2.00e+01       3.93e+02       4.35e+00
 1220          254.1458      -2.70e+01       3.86e+02       3.95e+00
 1221          254.3542      -3.30e+01       3.72e+02       4.10e+00
 1222          254.5625      -2.35e+01       3.74e+02       3.55e+00
 1223          254.7708      -1.80e+01       3.50e+02       2.95e+00
 1224          254.9792      -1.50e+01       3.44e+02       4.05e+00
 1225          255.1875      -1.20e+01       3.32e+02       6.25e+00
 1226          255.3958      -9.50e+00       3.28e+02       7.30e+00
 1227          255.6042      -7.50e+00       3.18e+02       7.85e+00
 1228          255.8125      -5.00e+00       3.14e+02       8.45e+00
 1229          256.0208      -1.40e+01       3.68e+02       3.95e+00
 1230          256.2292      -1.70e+01       3.85e+02       5.75e+00
 1231          256.4375      -1.35e+01       3.51e+02       4.45e+00
 1232          256.6458      -3.00e+00       3.45e+02       3.50e+00
 1233          256.8542      -8.00e+00       3.60e+02       4.60e+00
 1234          257.0625      -1.15e+01       3.78e+02       1.45e+00
 1235          257.2708      -1.45e+01       3.38e+02       1.60e+00
 1236          257.4792      -2.05e+01       3.46e+02       1.45e+00
 1237          257.6875      -1.10e+01       3.53e+02       1.20e+00
 1238          257.8958      -1.10e+01       4.03e+02       2.40e+00
 1239          258.1042      -1.35e+01       3.20e+02       1.25e+00
 1240          258.3125      -2.30e+01       3.07e+02       1.30e+00
 1241          258.5208      -1.80e+01       3.50e+02       3.80e+00
 1242          258.7292      -5.00e+00       3.38e+02       2.35e+00
 1243          258.9375      -5.00e+00       3.32e+02       2.80e+00
 1244          259.1458      -2.50e+00       3.28e+02       2.85e+00
 1245          259.3542      -9.50e+00       3.31e+02       4.85e+00
 1246          259.5625       0.00e+00       3.44e+02       6.50e+00
 1247          259.7708       5.00e+00       3.38e+02       7.80e+00
 1248          259.9792      -9.50e+00       3.25e+02       6.60e+00
 1249          260.1875      -1.15e+01       3.52e+02       9.75e+00
 1250          260.3958      -3.45e+01       3.72e+02       9.75e+00
 1251          260.6042      -3.60e+01       3.58e+02       8.45e+00
 1252          260.8125      -1.75e+01       3.59e+02       9.50e+00
 1253          261.0208      -2.30e+01       3.84e+02       5.65e+00
 1254          261.2292      -2.00e+01       3.82e+02       5.00e+00
 1255          261.4375      -1.85e+01       3.94e+02       4.10e+00
 1256          261.6458      -1.20e+01       3.86e+02       4.10e+00
 1257          261.8542      -5.00e-01       4.02e+02       7.70e+00
 1258          262.0625       2.50e+00       4.08e+02       1.74e+01
 1259          262.2708      -6.60e+01       4.38e+02       9.50e+00
 1260          262.4792      -6.35e+01       4.78e+02       5.25e+00
 1261          262.6875      -3.70e+01       6.06e+02       2.40e+00
 1262          262.8958      -2.75e+01       6.01e+02       2.85e+00
 1263          263.1042      -3.60e+01       5.86e+02       1.60e+00
 1264          263.3125      -2.80e+01       5.72e+02       2.25e+00
